name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,start_page,end_volume,end_page,remark
ZH_693,UN_5,ZH_693,佛般泥洹經,2,2,33,493,33,524,
ZH_694,UN_6,ZH_694,般泥洹經,2,2,33,525,33,555,
ZH_695,UN_15,ZH_695,佛說人本欲生經,1,1,33,556,33,569,
ZH_696,UN_18,ZH_696,佛說屍迦羅越六方禮經,1,1,33,570,33,572,
ZH_697,UN_22,ZH_697,佛說梵志阿颰經,1,1,33,573,33,584,
ZH_698,UN_24,ZH_698,佛說寂志果經,1,1,33,585,33,596,
ZH_699,UN_23,ZH_699,佛說梵網六十二見經,1,1,33,597,33,610,
ZH_700,UN_26,ZH_700,起世經,10,10,33,611,33,714,
ZH_701,UN_27,ZH_701,起世因本經,10,10,33,715,33,812,
ZH_702,UN_25,ZH_702,大樓炭經,6,6,33,813,33,875,
ZH_704,UN_190,ZH_704,中本起經,2,2,33,934,33,994,
ZH_706,UN_14,ZH_706,長阿含十報法經,2,2,33,995,33,1009,
ZH_707,UN_29,ZH_707,佛說七知經,1,1,34,1,34,2,
ZH_708,UN_58,ZH_708,佛說樂想經,1,1,34,3,34,4,
ZH_709,UN_49,ZH_709,佛說離睡經,1,1,34,5,34,6,
ZH_710,UN_57,ZH_710,佛說苦陰因事經,1,1,34,7,34,10,
ZH_711,UN_50,ZH_711,佛說是法非法經,1,1,34,11,34,13,
ZH_712,UN_55,ZH_712,佛說苦陰經,1,1,34,14,34,17,
ZH_713,UN_47,ZH_713,佛說阿那律八念經,1,1,34,18,34,21,
ZH_714,UN_61,ZH_714,佛說諸法本經,1,1,34,22,34,22,
ZH_715,UN_69,ZH_715,弊魔試目連經,1,1,34,23,34,26,
ZH_716,UN_31,ZH_716,佛說鹹水喻經,1,1,34,27,34,28,
ZH_717,UN_51,ZH_717,佛說求欲經,1,1,34,29,34,35,
ZH_718,UN_53,ZH_718,佛說梵志計水淨經,1,1,34,36,34,37,
ZH_719,UN_38,ZH_719,佛說本相猗致經,1,1,34,38,34,39,
ZH_720,UN_41,ZH_720,佛說頂生王故事經,1,1,34,40,34,43,
ZH_721,UN_39,ZH_721,佛說緣本致經,1,1,34,44,34,45,
ZH_722,UN_65,ZH_722,佛說瞻婆比丘經,1,1,34,46,34,48,
ZH_723,UN_42,ZH_723,佛說文陀竭王經,1,1,34,49,34,51,
ZH_724,UN_46,ZH_724,佛說古來世時經,1,1,34,52,34,55,
ZH_725,UN_33,ZH_725,佛說一切流攝守因經,1,1,34,56,34,59,
ZH_726,UN_67,ZH_726,佛說伏婬經,1,1,34,60,34,62,
ZH_727,UN_34,ZH_727,佛說四諦經,1,1,34,63,34,68,
ZH_728,UN_60,ZH_728,佛說阿耨風經,1,1,34,69,34,73,
ZH_729,UN_35,ZH_729,佛說恒水經,1,1,34,74,34,76,
ZH_730,UN_45,ZH_730,佛說閻羅王五天使者經,1,1,34,77,34,79,
ZH_731,UN_62,ZH_731,佛說瞿曇彌記果經,1,1,34,80,34,83,
ZH_732,UN_44,ZH_732,佛說䥫城泥犁經,1,1,34,84,34,87,
ZH_733,UN_52,ZH_733,佛說受歲經,1,1,34,88,34,91,
ZH_734,UN_56,ZH_734,佛說釋摩男本四子經,1,1,34,92,34,94,
ZH_735,UN_59,ZH_735,佛說漏分佈經,1,1,34,95,34,98,
ZH_736,UN_68,ZH_736,佛說魔嬈亂經,1,1,34,99,34,103,
ZH_737,UN_82,ZH_737,佛說鸚鵡經,1,1,34,104,34,108,
ZH_738,UN_148,ZH_738,佛說四人出現世間經,1,1,34,109,34,111,
ZH_739,UN_155,ZH_739,佛說食施獲五福報經,1,1,34,112,34,113,
ZH_741,UN_96,ZH_741,佛說婆羅門子命終愛念不離經,1,1,34,115,34,117,
ZH_742,UN_93,ZH_742,優陂夷墮舍迦經,1,1,34,118,34,120,
ZH_743,UN_74,ZH_743,佛說三歸五戒慈心猒離功德經,1,1,34,121,34,121,
ZH_744,UN_154,ZH_744,佛說婆羅門避死經,1,1,34,122,34,122,
ZH_745,UN_98,ZH_745,佛說邪見經,1,1,34,123,34,124,
ZH_746,UN_72,ZH_746,佛說數經,1,1,34,125,34,128,
ZH_747,UN_95,ZH_747,佛說鞞摩肅經,1,1,34,129,34,131,
ZH_748,UN_87,ZH_748,佛說應法經,1,1,34,132,34,134,
ZH_749,UN_99,ZH_749,佛說箭喻經,1,1,34,135,34,137,
ZH_751,UN_92,ZH_751,佛說齋經,1,1,34,145,34,147,
ZH_752,UN_78,ZH_752,梵摩喻經,1,1,34,148,34,155,
ZH_753,UN_81,ZH_753,佛說兜調經,1,1,34,156,34,158,
ZH_754,UN_97,ZH_754,佛說十支居士八城人經,1,1,34,159,34,160,
ZH_755,UN_157,ZH_755,佛說頻婆娑羅王詣佛供養經,1,1,34,161,34,165,
ZH_757,UN_19,ZH_757,佛說善生子經,1,1,34,170,34,174,
ZH_758,UN_86,ZH_758,佛說意經,1,1,34,175,34,176,
ZH_759,UN_159,ZH_759,佛說長者子六過出家經,1,1,34,177,34,178,
ZH_760,UN_80,ZH_760,佛說尊上經,1,1,34,179,34,181,
ZH_761,UN_137,ZH_761,佛說鴦掘摩經,1,1,34,182,34,187,
ZH_762,UN_151,ZH_762,佛說阿含經須摩提女度眾生品,1,1,34,188,34,193,
ZH_764,UN_100,ZH_764,廣義法門經,1,1,34,202,34,208,
ZH_765,UN_143,ZH_765,佛說波斯匿王太后崩塵土坌身經,1,1,34,209,34,210,
ZH_766,UN_91,ZH_766,佛說泥犁經,1,1,34,211,34,218,
ZH_767,UN_135,ZH_767,佛說戒德香經,1,1,34,219,34,220,
ZH_768,UN_73,ZH_768,梵志頞波羅延問種尊經,1,1,34,221,34,225,
ZH_769,UN_77,ZH_769,佛為黃竹園老婆羅門說學經,1,1,34,226,34,228,
ZH_770,UN_70,ZH_770,佛說賴吒和羅經,1,1,34,229,34,238,
ZH_771,UN_75,ZH_771,佛說須達經,1,1,34,239,34,240,
ZH_772,UN_130,ZH_772,佛說八正道經,1,1,34,241,34,242,
ZH_773,UN_138,ZH_773,佛說鴦崛髻經,1,1,34,243,34,247,
ZH_774,UN_131,ZH_774,佛說難提釋經,1,1,34,248,34,250,
ZH_775,UN_124,ZH_775,佛說相應相可經,1,1,34,251,34,251,
ZH_776,UN_122,ZH_776,佛說三轉法輪經,1,1,34,253,34,254,
ZH_777,UN_105,ZH_777,五蘊皆空經,1,1,34,255,34,255,
ZH_778,UN_167,ZH_778,佛說四泥犁經,1,1,34,256,34,257,
ZH_779,UN_112,ZH_779,佛說水沫所漂經,1,1,34,258,34,259,
ZH_780,UN_175,ZH_780,佛說舍衛國王十夢經,1,1,34,260,34,261,
ZH_781,UN_166,ZH_781,佛說十一想思念如來經,1,1,34,262,34,263,
ZH_782,UN_2,ZH_782,七佛父母姓字經,1,1,34,264,34,266,
ZH_783,UN_133,ZH_783,佛說馬有八態譬人經,1,1,34,267,34,268,
ZH_784,UN_172,ZH_784,佛說大愛道般泥洹經,1,1,34,269,34,273,
ZH_785,UN_174,ZH_785,舍衛國王夢見十事經,1,1,34,274,34,276,
ZH_786,UN_118,ZH_786,緣起經,1,1,34,277,34,278,
ZH_787,UN_114,ZH_787,佛說不自守意經,1,1,34,279,34,279,
ZH_788,UN_106,ZH_788,佛說七處三觀經,1,1,34,280,34,294,
ZH_789,UN_168,ZH_789,阿那邠�化七子經,1,1,34,295,34,297,
ZH_790,UN_176,ZH_790,國王不梨先泥十夢經,1,1,34,298,34,301,
ZH_791,UN_163,ZH_791,舍利弗摩訶目連遊四衢經,1,1,34,302,34,304,
ZH_792,UN_119,ZH_792,佛說滿願子經,1,1,34,305,34,306,
ZH_793,UN_161,ZH_793,佛說力士移山經,1,1,34,307,34,311,
ZH_794,UN_108,ZH_794,佛說聖法印經,1,1,34,312,34,313,
ZH_795,UN_158,ZH_795,佛說阿難同學經,1,1,34,314,34,316,
ZH_796,UN_162,ZH_796,佛說四未曾有法經,1,1,34,317,34,318,
ZH_798,UN_121,ZH_798,佛說轉法輪經,1,1,34,321,34,322,
ZH_799,UN_111,ZH_799,五陰譬喻經,1,1,34,323,34,324,
ZH_800,UN_520,ZH_800,治禪病秘要法,2,2,34,325,34,344,
ZH_801,UN_104,ZH_801,雜阿含經,1,1,34,345,34,358,
ZH_802,UN_164,ZH_802,佛說放牛經,1,1,34,359,34,361,
ZH_803,UN_589,ZH_803,佛說枯樹經,1,1,34,362,34,362,
ZH_804,UN_173,ZH_804,佛母般泥洹經,1,1,34,363,34,367,
ZH_805,UN_132,ZH_805,佛說馬有三相經,1,1,34,368,34,368,
ZH_806,UN_507,ZH_806,沙彌羅經,1,1,34,369,34,370,
ZH_807,UN_170,ZH_807,玉耶經,1,1,34,371,34,375,
ZH_808,UN_502,ZH_808,佛說摩鄧女經,1,1,34,376,34,377,
ZH_809,UN_171,ZH_809,佛說阿遬達經,1,1,34,378,34,379,
ZH_810,UN_553,ZH_810,佛說鬼問目連經,1,1,34,380,34,382,
ZH_811,UN_467,ZH_811,佛說阿難問事佛吉凶經,1,1,34,383,34,385,
ZH_813,UN_503,ZH_813,佛說摩登女解形中六事經,1,1,34,389,34,390,
ZH_814,UN_554,ZH_814,餓鬼報應經,1,1,34,391,34,396,
ZH_815,UN_552,ZH_815,佛說雜藏經,1,1,34,397,34,404,
ZH_816,UN_1342,ZH_816,舍頭諫太子二十八宿經,1,1,34,405,34,421,
ZH_817,UN_181,ZH_817,修行本起經,2,2,34,422,34,448,
ZH_818,UN_1341,ZH_818,摩登伽經,2,2,34,449,34,470,
ZH_819,UN_506,ZH_819,五母子經,1,1,34,471,34,472,
ZH_821,UN_469,ZH_821,佛說阿難分別經,1,1,34,474,34,477,
ZH_822,UN_169,ZH_822,佛說玉耶女經,1,1,34,478,34,481,
ZH_824,UN_468,ZH_824,佛說慢法經,1,1,34,482,34,483,
ZH_825,UN_182,ZH_825,佛說太子瑞應本起經,2,2,34,484,34,508,
ZH_826,UN_493,ZH_826,佛說長者音悅經,1,1,34,509,34,512,
ZH_827,UN_180,ZH_827,過去現在因果經,4,4,34,513,34,569,
ZH_828,UN_579,ZH_828,四十二章經,1,1,34,570,34,575,
ZH_830,UN_37,ZH_830,佛說海八德經,1,1,34,584,34,585,
ZH_831,UN_517,ZH_831,龍王兄弟經,1,1,34,586,34,587,
ZH_832,UN_544,ZH_832,佛說罪業應報教化地獄經,1,1,34,588,34,594,
ZH_833,UN_504,ZH_833,佛說㮈女祇域因緣經,1,1,34,595,34,606,
ZH_834,UN_505,ZH_834,佛說柰女耆婆經(別本),1,1,34,607,34,614,
ZH_835,UN_36,ZH_835,法海經,1,1,34,615,34,616,
ZH_836,UN_508,ZH_836,佛說七女經,1,1,34,617,34,620,
ZH_837,UN_79,ZH_837,佛說蓱沙王五願經,1,1,34,621,34,625,
ZH_838,UN_513,ZH_838,佛說八師經,1,1,34,626,34,629,
ZH_839,UN_156,ZH_839,佛說琉璃王經,1,1,34,630,34,635,
ZH_840,UN_559,ZH_840,所欲致患經,1,1,34,636,34,639,
ZH_841,UN_556,ZH_841,佛說堅意經,1,1,34,640,34,641,
ZH_842,UN_152,ZH_842,佛說三摩竭經,1,1,34,642,34,646,
ZH_843,UN_482,ZH_843,阿闍世王問五逆經,1,1,34,647,34,649,
ZH_844,UN_511,ZH_844,佛說貧窮老公經,1,1,34,650,34,651,
ZH_846,UN_580,ZH_846,得道梯橙錫杖經,1,1,34,654,34,658,
ZH_847,UN_494,ZH_847,佛說越難經,1,1,34,659,34,660,
ZH_848,UN_586,ZH_848,佛說進學經,1,1,34,661,34,661,
ZH_849,UN_483,ZH_849,佛說淨飯王般涅槃經,1,1,34,662,34,666,
ZH_850,UN_562,ZH_850,五苦章句經,1,1,34,667,34,679,
ZH_851,UN_519,ZH_851,禪秘要法經,3,3,34,680,34,728,
ZH_852,UN_179,ZH_852,生經,5,5,34,729,34,801,
ZH_853,UN_192,ZH_853,佛說義足經,2,2,34,802,34,829,
ZH_854,UN_542,ZH_854,正法念處經,70,70,34,830,35,587,
ZH_855,UN_184,ZH_855,佛本行集經,60,60,35,588,35,1089,
ZH_856,UN_577,ZH_856,本事經,7,7,36,1,36,72,
ZH_857,UN_191,ZH_857,佛說興起行經,2,2,36,73,36,94,
ZH_858,UN_83,ZH_858,佛為首迦長者說業報差別經,1,1,36,95,36,104,
ZH_859,UN_518,ZH_859,佛說大安般守意經,2,2,36,105,36,128,
ZH_860,UN_521,ZH_860,陰持入經,2,2,36,129,36,154,
ZH_861,UN_550,ZH_861,佛說處處經,1,1,36,155,36,164,
ZH_862,UN_555,ZH_862,佛說罵意經,1,1,36,165,36,175,
ZH_863,UN_549,ZH_863,佛說分別善惡所起經,1,1,36,176,36,187,
ZH_864,UN_581,ZH_864,佛說出家功德因緣經,1,1,36,188,36,189,
ZH_866,UN_551,ZH_866,佛說十八泥犁經,1,1,36,191,36,195,
ZH_867,UN_178,ZH_867,佛說阿含正行經,1,1,36,196,36,198,
ZH_868,UN_523,ZH_868,禪行法想經,1,1,36,199,36,199,
ZH_869,UN_490,ZH_869,佛說長者子懊惱三處經,1,1,36,200,36,201,
ZH_870,UN_492,ZH_870,佛說須摩提長者經,1,1,36,202,36,207,
ZH_871,UN_208,ZH_871,佛說猘狗經,1,1,36,208,36,209,
ZH_872,UN_470,ZH_872,佛說阿難四事經,1,1,36,210,36,214,
ZH_873,UN_512,ZH_873,佛說黑氏梵志經,1,1,36,215,36,217,
ZH_874,UN_557,ZH_874,佛說四願經,1,1,36,218,36,221,
ZH_875,UN_481,ZH_875,佛說未生冤經,1,1,36,222,36,224,
ZH_876,UN_491,ZH_876,佛說阿鳩留經,1,1,36,225,36,227,
ZH_877,UN_94,ZH_877,佛說八關齋經,1,1,36,228,36,229,
ZH_878,UN_560,ZH_878,佛說分別經,1,1,36,230,36,233,
ZH_879,UN_582,ZH_879,佛說法受塵經,1,1,36,234,36,234,
ZH_880,UN_480,ZH_880,犍陀國王經,1,1,36,235,36,236,
ZH_881,UN_537,ZH_881,佛說孝子經,1,1,36,237,36,239,
ZH_883,UN_479,ZH_883,佛說見正經,1,1,36,242,36,247,
ZH_884,UN_538,ZH_884,燈指因緣經,1,1,36,248,36,255,
ZH_885,UN_193,ZH_885,佛五百弟子自說本起偈經,1,1,36,256,36,272,
ZH_886,UN_558,ZH_886,佛說四自侵經,1,1,36,273,36,277,
ZH_887,UN_563,ZH_887,佛說自愛經,1,1,36,278,36,282,
ZH_888,UN_565,ZH_888,佛說罪福報應經,1,1,36,283,36,285,
ZH_890,UN_209,ZH_890,大魚事經,1,1,36,289,36,290,
ZH_891,UN_472,ZH_891,佛說大迦葉本經,1,1,36,291,36,294,
ZH_892,UN_590,ZH_892,弟子死復生經,1,1,36,295,36,300,
ZH_893,UN_497,ZH_893,佛說佛大僧大經,1,1,36,301,36,306,
ZH_894,UN_471,ZH_894,佛說阿難七夢經,1,1,36,307,36,308,
ZH_895,UN_486,ZH_895,佛說摩達國王經,1,1,36,309,36,310,
ZH_897,UN_495,ZH_897,佛說呵鵰阿那鋡經,1,1,36,318,36,319,
ZH_898,UN_484,ZH_898,佛說末羅王經,1,1,36,320,36,321,
ZH_899,UN_509,ZH_899,佛說婦人遇辜經,1,1,36,322,36,323,
ZH_900,UN_475,ZH_900,羅雲忍辱經,1,1,36,324,36,328,
ZH_901,UN_473,ZH_901,佛說摩訶迦葉度貧母經,1,1,36,329,36,331,
ZH_902,UN_569,ZH_902,十二品生死經,1,1,36,332,36,332,
ZH_903,UN_1542,ZH_903,佛說五恐怖世經,1,1,36,333,36,333,
ZH_904,UN_498,ZH_904,佛說耶祇經,1,1,36,334,36,335,
ZH_905,UN_485,ZH_905,佛說旃陀越國王經,1,1,36,336,36,337,
ZH_906,UN_568,ZH_906,佛說五無反復經,1,1,36,338,36,339,
ZH_909,UN_477,ZH_909,佛為年少比丘說正事經,1,1,36,344,36,345,
ZH_910,UN_476,ZH_910,佛說沙曷比丘功德經,1,1,36,346,36,348,
ZH_911,UN_510,ZH_911,無垢優婆夷問經,1,1,36,349,36,350,
ZH_912,UN_591,ZH_912,佛說懈怠耕者經,1,1,36,351,36,352,
ZH_913,UN_683,ZH_913,辯意長者子經,1,1,36,353,36,362,
ZH_914,UN_141,ZH_914,佛說四天王經,1,1,36,363,36,364,
ZH_915,UN_584,ZH_915,佛說時非時經,1,1,36,365,36,366,
ZH_917,UN_567,ZH_917,佛說因緣僧護經,1,1,36,370,36,382,
ZH_918,UN_496,ZH_918,盧至長者因緣經,1,1,36,383,36,389,
ZH_919,UN_487,ZH_919,佛說梵摩難國王經,1,1,36,390,36,391,
ZH_920,UN_478,ZH_920,比丘避女惡名欲自殺經,1,1,36,392,36,392,
ZH_921,UN_107,ZH_921,佛說九橫經,1,1,36,393,36,394,
ZH_922,UN_539,ZH_922,佛說出家功德經,1,1,36,395,36,398,
ZH_923,UN_147,ZH_923,佛說無上處經,1,1,36,399,36,399,
ZH_925,UN_146,ZH_925,佛說羣牛譬經,1,1,36,403,36,404,
ZH_926,UN_592,ZH_926,佛說木槵子經,1,1,36,405,36,406,
ZH_927,UN_522,ZH_927,佛說禪行三十七品經,1,1,36,407,36,408,
ZH_928,UN_489,ZH_928,佛說五王經,1,1,36,409,36,413,
ZH_929,UN_566,ZH_929,佛說護淨經,1,1,36,414,36,417,
ZH_930,UN_588,ZH_930,佛說栴檀樹經,1,1,36,418,36,420,
ZH_931,UN_54,ZH_931,佛說孫多耶致經,1,1,36,421,36,422,
ZH_932,UN_578,ZH_932,佛說賢者五福德經,1,1,36,423,36,424,
ZH_933,UN_66,ZH_933,佛說八無暇有暇經,1,1,36,425,36,428,
ZH_934,UN_1373,ZH_934,佛說療痔病經,1,1,36,429,36,429,
ZH_935,UN_587,ZH_935,佛說略教誡經,1,1,36,430,36,430,
ZH_936,UN_210,ZH_936,佛說譬喻經,1,1,36,431,36,431,
ZH_937,UN_514,ZH_937,長爪梵志請問經,1,1,36,432,36,433,
ZH_938,UN_129,ZH_938,佛說無常經,1,1,36,434,36,437,
ZH_940,UN_63,ZH_940,佛說新歲經,1,1,36,440,36,443,
ZH_941,UN_113,ZH_941,比丘聽施經,1,1,36,444,36,445,
ZH_942,UN_1303,ZH_942,佛說鬼子母經,1,1,36,446,36,448,
ZH_943,UN_561,ZH_943,佛說頞多和多耆經,1,1,36,449,36,450,
ZH_944,UN_488,ZH_944,普達王經,1,1,36,451,36,453,
ZH_945,UN_427,ZH_945,佛滅度後棺殺葬送經,1,1,36,454,36,456,
ZH_946,UN_515,ZH_946,天請問經,1,1,36,457,36,458,
ZH_947,UN_536,ZH_947,佛說父母恩難報經,1,1,36,459,36,459,
ZH_948,UN_1487,ZH_948,摩訶僧祇律,40,40,36,460,37,165,
ZH_949,UN_14961,ZH_949,十誦律,61,61,37,166,38,243,
ZH_950,UN_1503,ZH_950,根本說一切有部毗奈耶,50,50,38,244,38,753,
ZH_951,UN_1504,ZH_951,根本說一切有部苾蒭尼毗奈耶,20,20,38,754,38,964,
ZH_952,UN_1512,ZH_952,根本說一切有部毗奈耶雜事,40,40,39,1,39,393,
ZH_953,UN_15131,ZH_953,根本說一切有部尼陁那,10,5,39,394,39,474,
ZH_954,UN_1509,ZH_954,根本說一切有部毗奈耶藥事,18,18,39,475,39,613,
ZH_955,UN_1511,ZH_955,根本說一切有部毗奈耶破僧事,20,20,39,614,39,817,
ZH_956,UN_1505,ZH_956,根本說一切有部毗奈耶出家事,4,4,39,818,39,850,
ZH_957,UN_1506,ZH_957,根本說一切有部毗奈耶安居事,1,1,39,851,39,856,
ZH_958,UN_1507,ZH_958,根本說一切有部毗奈耶隨意事,1,1,39,857,39,862,
ZH_959,UN_1508,ZH_959,根本說一切有部毗奈耶皮革事,2,2,39,863,39,876,
ZH_960,UN_1510,ZH_960,根本說一切有部毗奈耶羯恥那衣事,1,1,39,877,39,879,
ZH_961,UN_1482,ZH_961,五分律,30,30,39,880,40,234,
ZH_962,UN_1489,ZH_962,四分律,50,50,40,235,40,976,
ZH_963,UN_1502,ZH_963,薩婆多部毗尼摩得勒伽經,10,10,42,197,42,312,
ZH_964,UN_1525,ZH_964,鼻奈耶,10,10,42,313,42,428,
ZH_965,UN_1523,ZH_965,善見毗婆沙律,18,18,42,429,42,665,
ZH_966,UN_1543,ZH_966,佛阿毗曇經出家相品,2,2,42,666,42,692,
ZH_967,UN_1524,ZH_967,毗尼母經,8,8,42,693,42,793,
ZH_968,UN_1531,ZH_968,大比丘三千威儀,2,2,42,794,42,825,
ZH_969,UN_1501,ZH_969,薩婆多毗尼毗婆沙,9,9,42,826,42,944,
ZH_970,UN_1522,ZH_970,律二十二明瞭論,1,1,42,945,42,960,
ZH_971,UN_1613,ZH_971,阿毗曇八犍度論,30,30,43,1,43,302,
ZH_972,UN_1612,ZH_972,阿毗達磨發智論,20,20,43,303,43,513,
ZH_973,UN_1606,ZH_973,阿毗達磨法蘊足論,12,12,43,521,43,627,
ZH_974,UN_1605,ZH_974,阿毗達磨集異門足論,20,20,43,628,43,785,
ZH_975,UN_1608,ZH_975,阿毗達磨識身足論,16,16,43,786,43,932,
ZH_976,UN_1609,ZH_976,阿毗達磨界身足論,3,3,43,933,43,956,
ZH_978,UN_1611,ZH_978,眾事分阿毗曇論,12,12,44,261,44,260,
ZH_979,UN_1615,ZH_979,阿毗曇毗婆沙論,60,60,44,1018,44,1020,
ZH_980,UN_1614,ZH_980,阿毗達磨大毗婆沙論,200,200,45,1,46,754,
ZH_981,UN_1628,ZH_981,阿毗達磨俱舍釋論,22,22,46,755,46,1026,
ZH_982,UN_1629,ZH_982,阿毗達磨俱舍論本頌,1,1,46,1027,46,1042,
ZH_983,UN_1627,ZH_983,阿毗達磨俱舍論,30,30,47,1,47,270,
ZH_984,UN_1631,ZH_984,阿毗達磨順正理論,80,80,47,271,48,91,
ZH_985,UN_1632,ZH_985,阿毗達磨藏顯宗論,40,40,48,92,48,450,
ZH_986,UN_1620,ZH_986,阿毗曇心論經,6,6,48,451,48,516,
ZH_987,UN_1619,ZH_987,阿毗曇心論,4,4,48,517,48,560,
ZH_988,UN_1621,ZH_988,雜阿毗曇心論,11,11,48,561,48,733,
ZH_989,UN_1622,ZH_989,阿毗曇甘露味論,2,2,48,734,48,760,
ZH_990,UN_1700,ZH_990,隨相論,1,1,48,761,48,780,
ZH_991,UN_1618,ZH_991,尊婆須蜜菩薩所集論,10,10,48,781,48,951,
ZH_992,UN_1623,ZH_992,入阿毗達磨論,2,2,48,952,48,968,
ZH_993,UN_1572,ZH_993,三法度論,3,3,48,969,48,1000,
ZH_994,UN_1705,ZH_994,成實論,16,16,49,1,49,249,
ZH_995,UN_1703,ZH_995,佛說立世阿毗曇論,10,10,49,250,49,355,
ZH_996,UN_1707,ZH_996,解脫道論,12,12,49,356,49,485,
ZH_997,UN_1617,ZH_997,舍利弗阿毗曇論,30,30,49,486,49,857,
ZH_998,UN_1624,ZH_998,五事毗婆沙論,2,2,49,858,49,871,
ZH_999,UN_1616,ZH_999,鞞婆沙論,14,14,49,872,49,1071,
ZH_1000,UN_1708,ZH_1000,三彌底部論,3,3,50,1,50,20,
ZH_1002,UN_1706,ZH_1002,四諦論,4,4,50,68,50,114,
ZH_1004,UN_3605,ZH_1004,十八部論,1,1,50,123,50,127,
ZH_1005,UN_3604,ZH_1005,異部宗輪論,1,1,50,128,50,133,
ZH_1006,UN_1709,ZH_1006,佛說辟支佛因緣論,2,2,50,134,50,148,
ZH_1007,UN_1739,ZH_1007,大宗地玄文本輪,20,20,50,149,50,193,
ZH_1008,UN_1738,ZH_1008,釋摩訶洐論,10,10,50,194,50,291,
ZH_1009,UN_187,ZH_1009,佛本行經,7,7,50,292,50,402,
ZH_1011,UN_194,ZH_1011,撰集百緣經,10,10,50,490,50,582,
ZH_1012,UN_206,ZH_1012,出曜經,30,30,50,583,50,921,
ZH_1013,UN_196,ZH_1013,賢愚經,13,13,51,1,51,210,
ZH_1014,UN_533,ZH_1014,修行道地經,7,7,51,211,51,340,
ZH_1016,UN_188,ZH_1016,僧伽羅[條*刂]所集經,3,3,51,341,51,398,
ZH_1017,UN_534,ZH_1017,道地經,1,1,51,399,51,415,
ZH_1018,UN_203,ZH_1018,佛說百喻經,4,4,51,416,51,446,
ZH_1019,UN_213,ZH_1019,菩薩本緣經,3,3,51,447,51,481,
ZH_1020,UN_862,ZH_1020,大乘修行菩薩行門諸經要集,3,3,51,482,51,530,
ZH_1021,UN_3652,ZH_1021,付法藏因緣傳,6,6,51,531,51,581,
ZH_1022,UN_525,ZH_1022,坐禪三昧經,2,2,51,582,51,614,
ZH_1023,UN_813,ZH_1023,四品學法經,1,1,51,615,51,616,
ZH_1024,UN_585,ZH_1024,佛治身經,1,1,51,617,51,617,
ZH_1025,UN_177,ZH_1025,佛說治意經,1,1,51,618,51,619,
ZH_1026,UN_573,ZH_1026,惟日雜難經,1,1,51,620,51,628,
ZH_1027,UN_529,ZH_1027,菩薩呵色欲法經,1,1,51,629,51,629,
ZH_1028,UN_583,ZH_1028,佛說佛醫經,1,1,51,630,51,632,
ZH_1029,UN_429,ZH_1029,佛入涅槃密跡金剛力士哀戀經,1,1,51,633,51,636,
ZH_1030,UN_3601,ZH_1030,佛使比丘迦旃延說法沒盡偈百二十章,1,1,51,637,51,640,
ZH_1031,UN_428,ZH_1031,迦葉赴佛般涅槃經,1,1,51,641,51,643,
ZH_1032,UN_197,ZH_1032,雜寶藏經,10,10,51,644,51,748,
ZH_1033,UN_17401,ZH_1033,那先比丘經,2,2,51,749,51,765,
ZH_1034,UN_17402,ZH_1034,那先比丘經(別本),3,3,51,766,51,790,
ZH_1035,UN_530,ZH_1035,達摩多羅禪經,2,2,51,791,51,827,
ZH_1036,UN_526,ZH_1036,禪法要解,2,2,51,828,51,852,
ZH_1037,UN_200,ZH_1037,舊雜譬喻經,2,2,51,853,51,876,
ZH_1038,UN_524,ZH_1038,五門禪經要用法,1,1,51,877,51,891,
ZH_1039,UN_198,ZH_1039,雜譬喻經,1,1,51,892,51,898,
ZH_1040,UN_531,ZH_1040,佛說內身觀章句經,1,1,51,899,51,901,
ZH_1041,UN_532,ZH_1041,法觀經,1,1,51,902,51,905,
ZH_1042,UN_528,ZH_1042,思維略要法,1,1,51,906,51,912,
ZH_1043,UN_527,ZH_1043,禪要經,1,1,51,913,51,915,
ZH_1044,UN_189,ZH_1044,佛說十二遊經,1,1,51,916,51,919,
ZH_1045,UN_3629,ZH_1045,阿育王經,10,10,51,920,51,992,
ZH_1046,UN_3778,ZH_1046,釋迦方志,2,2,52,635,52,691,
ZH_1047,UN_3624,ZH_1047,釋迦氏譜,1,1,52,692,52,721,
ZH_1048,UN_3887,ZH_1048,經律異相,50,50,52,722,53,371,
ZH_1050,UN_3890,ZH_1050,諸經要集,20,20,53,476,53,839,
ZH_1051,UN_3958,ZH_1051,出三藏記集,10,10,53,840,53,990,
ZH_1053,UN_3959,ZH_1053,眾經目錄,7,7,54,84,54,141,
ZH_1054,UN_3607,ZH_1054,歷代三寶記,15,15,54,142,54,365,
ZH_1055,UN_3960,ZH_1055,眾經目錄並序,1,1,54,366,54,403,
ZH_1056,UN_3961,ZH_1056,眾經目錄,5,5,54,404,54,459,
ZH_1057,UN_3962,ZH_1057,大唐內典錄,10,10,54,460,54,697,
ZH_1058,UN_3965,ZH_1058,大週刊定眾經目錄,15,15,54,698,54,906,
ZH_1059,UN_3963,ZH_1059,古今譯經圖記,4,4,54,907,54,948,
ZH_1060,UN_3964,ZH_1060,續古今譯經圖記,1,1,54,947,54,959,
ZH_1062,UN_3966,ZH_1062,開元釋教錄,20,20,55,1,55,485,
